timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/05/11 20:33:29.723, 14087 MiB, 16303 MiB, 99 %, 84, 158.64 W
2026/05/11 20:33:34.723, 14087 MiB, 16303 MiB, 99 %, 84, 158.71 W
2026/05/11 20:33:39.724, 14087 MiB, 16303 MiB, 99 %, 84, 158.98 W
2026/05/11 20:33:44.724, 14087 MiB, 16303 MiB, 99 %, 85, 158.90 W
2026/05/11 20:33:49.725, 14087 MiB, 16303 MiB, 99 %, 84, 158.91 W
2026/05/11 20:33:54.726, 14087 MiB, 16303 MiB, 99 %, 85, 158.93 W
2026/05/11 20:33:59.726, 14087 MiB, 16303 MiB, 99 %, 85, 157.86 W
2026/05/11 20:34:04.727, 14087 MiB, 16303 MiB, 97 %, 85, 159.13 W
2026/05/11 20:34:09.727, 14087 MiB, 16303 MiB, 99 %, 85, 159.38 W
2026/05/11 20:34:14.728, 14087 MiB, 16303 MiB, 99 %, 85, 158.62 W
2026/05/11 20:34:19.728, 14087 MiB, 16303 MiB, 93 %, 81, 80.18 W
2026/05/11 20:34:24.729, 14087 MiB, 16303 MiB, 99 %, 82, 156.41 W
2026/05/11 20:34:29.730, 14087 MiB, 16303 MiB, 99 %, 83, 155.32 W
2026/05/11 20:34:34.734, 14087 MiB, 16303 MiB, 98 %, 83, 158.89 W
2026/05/11 20:34:39.735, 14087 MiB, 16303 MiB, 99 %, 83, 159.44 W
2026/05/11 20:34:44.735, 14087 MiB, 16303 MiB, 99 %, 84, 156.41 W
2026/05/11 20:34:49.736, 14087 MiB, 16303 MiB, 98 %, 84, 159.15 W
2026/05/11 20:34:54.745, 14087 MiB, 16303 MiB, 99 %, 84, 157.57 W
2026/05/11 20:34:59.746, 14087 MiB, 16303 MiB, 99 %, 84, 158.73 W
2026/05/11 20:35:04.747, 14087 MiB, 16303 MiB, 99 %, 84, 159.16 W
2026/05/11 20:35:09.747, 14087 MiB, 16303 MiB, 99 %, 84, 158.91 W
2026/05/11 20:35:14.756, 14087 MiB, 16303 MiB, 99 %, 85, 158.87 W
2026/05/11 20:35:19.757, 14087 MiB, 16303 MiB, 99 %, 85, 158.93 W
2026/05/11 20:35:24.757, 14087 MiB, 16303 MiB, 99 %, 85, 158.87 W
2026/05/11 20:35:29.758, 14087 MiB, 16303 MiB, 99 %, 85, 158.84 W
2026/05/11 20:35:34.759, 14087 MiB, 16303 MiB, 99 %, 85, 158.67 W
2026/05/11 20:35:39.759, 14087 MiB, 16303 MiB, 99 %, 85, 145.26 W
2026/05/11 20:35:44.760, 14087 MiB, 16303 MiB, 98 %, 85, 159.10 W
2026/05/11 20:35:49.760, 14087 MiB, 16303 MiB, 99 %, 85, 159.38 W
2026/05/11 20:35:54.760, 14087 MiB, 16303 MiB, 99 %, 85, 158.10 W
2026/05/11 20:35:59.761, 14087 MiB, 16303 MiB, 98 %, 85, 159.09 W
2026/05/11 20:36:04.761, 14087 MiB, 16303 MiB, 93 %, 81, 80.09 W
2026/05/11 20:36:09.762, 14087 MiB, 16303 MiB, 99 %, 83, 157.43 W
2026/05/11 20:36:14.765, 14087 MiB, 16303 MiB, 99 %, 83, 158.64 W
2026/05/11 20:36:19.766, 14087 MiB, 16303 MiB, 99 %, 83, 158.46 W
2026/05/11 20:36:24.767, 14087 MiB, 16303 MiB, 99 %, 84, 158.18 W
2026/05/11 20:36:29.767, 14087 MiB, 16303 MiB, 97 %, 84, 159.14 W
2026/05/11 20:36:34.768, 14087 MiB, 16303 MiB, 99 %, 84, 159.96 W
2026/05/11 20:36:39.777, 14087 MiB, 16303 MiB, 99 %, 84, 158.51 W
2026/05/11 20:36:44.778, 14087 MiB, 16303 MiB, 99 %, 84, 159.27 W
2026/05/11 20:36:49.787, 14087 MiB, 16303 MiB, 99 %, 84, 158.01 W
2026/05/11 20:36:54.797, 14087 MiB, 16303 MiB, 99 %, 85, 162.81 W
2026/05/11 20:36:59.797, 14087 MiB, 16303 MiB, 99 %, 84, 159.22 W
2026/05/11 20:37:04.798, 14087 MiB, 16303 MiB, 99 %, 85, 159.07 W
2026/05/11 20:37:09.798, 14087 MiB, 16303 MiB, 99 %, 84, 158.68 W
2026/05/11 20:37:14.799, 14087 MiB, 16303 MiB, 99 %, 84, 158.78 W
2026/05/11 20:37:19.808, 14087 MiB, 16303 MiB, 99 %, 85, 159.85 W
2026/05/11 20:37:24.809, 14087 MiB, 16303 MiB, 99 %, 85, 159.21 W
2026/05/11 20:37:29.809, 14087 MiB, 16303 MiB, 99 %, 84, 158.50 W
2026/05/11 20:37:34.810, 14087 MiB, 16303 MiB, 99 %, 85, 158.24 W
2026/05/11 20:37:39.810, 14087 MiB, 16303 MiB, 97 %, 85, 159.09 W
2026/05/11 20:37:44.811, 14087 MiB, 16303 MiB, 99 %, 85, 159.48 W
2026/05/11 20:37:49.811, 14087 MiB, 16303 MiB, 93 %, 81, 79.81 W
2026/05/11 20:37:54.812, 2101 MiB, 16303 MiB, 0 %, 75, 25.95 W
2026/05/11 20:37:59.813, 146 MiB, 16303 MiB, 0 %, 71, 15.27 W
2026/05/11 20:38:04.813, 146 MiB, 16303 MiB, 0 %, 68, 9.57 W
2026/05/11 20:38:09.814, 146 MiB, 16303 MiB, 0 %, 66, 9.07 W
2026/05/11 20:38:14.815, 146 MiB, 16303 MiB, 0 %, 63, 8.66 W
2026/05/11 20:38:19.815, 146 MiB, 16303 MiB, 0 %, 61, 8.34 W
2026/05/11 20:38:24.816, 146 MiB, 16303 MiB, 0 %, 60, 8.06 W
2026/05/11 20:38:29.816, 146 MiB, 16303 MiB, 0 %, 59, 8.00 W
2026/05/11 20:38:34.817, 146 MiB, 16303 MiB, 0 %, 58, 7.79 W
2026/05/11 20:38:39.818, 146 MiB, 16303 MiB, 0 %, 57, 7.90 W
2026/05/11 20:38:44.818, 146 MiB, 16303 MiB, 0 %, 56, 7.45 W
2026/05/11 20:38:49.827, 146 MiB, 16303 MiB, 0 %, 56, 7.44 W
2026/05/11 20:38:54.828, 146 MiB, 16303 MiB, 0 %, 55, 7.62 W
2026/05/11 20:38:59.837, 146 MiB, 16303 MiB, 0 %, 53, 7.44 W
2026/05/11 20:39:04.838, 146 MiB, 16303 MiB, 0 %, 52, 7.28 W
2026/05/11 20:39:09.839, 146 MiB, 16303 MiB, 0 %, 51, 7.18 W
2026/05/11 20:39:14.839, 146 MiB, 16303 MiB, 0 %, 50, 7.06 W
2026/05/11 20:39:19.841, 146 MiB, 16303 MiB, 0 %, 50, 7.03 W
2026/05/11 20:39:24.842, 146 MiB, 16303 MiB, 0 %, 49, 6.87 W
2026/05/11 20:39:29.842, 146 MiB, 16303 MiB, 0 %, 48, 6.93 W
2026/05/11 20:39:34.843, 146 MiB, 16303 MiB, 0 %, 48, 6.79 W
2026/05/11 20:39:39.844, 146 MiB, 16303 MiB, 0 %, 48, 6.74 W
2026/05/11 20:39:44.845, 146 MiB, 16303 MiB, 0 %, 48, 6.73 W
2026/05/11 20:39:49.846, 146 MiB, 16303 MiB, 0 %, 47, 6.68 W
2026/05/11 20:39:54.847, 146 MiB, 16303 MiB, 0 %, 47, 6.67 W
2026/05/11 20:39:59.848, 146 MiB, 16303 MiB, 0 %, 47, 6.62 W
2026/05/11 20:40:04.848, 146 MiB, 16303 MiB, 0 %, 47, 6.76 W
2026/05/11 20:40:09.849, 146 MiB, 16303 MiB, 0 %, 46, 6.62 W
2026/05/11 20:40:14.850, 146 MiB, 16303 MiB, 0 %, 46, 6.58 W
2026/05/11 20:40:19.851, 146 MiB, 16303 MiB, 0 %, 46, 6.55 W
2026/05/11 20:40:24.852, 146 MiB, 16303 MiB, 0 %, 46, 6.53 W
2026/05/11 20:40:29.852, 146 MiB, 16303 MiB, 0 %, 46, 6.54 W
2026/05/11 20:40:34.853, 146 MiB, 16303 MiB, 0 %, 45, 6.49 W
2026/05/11 20:40:39.854, 146 MiB, 16303 MiB, 0 %, 45, 6.51 W
2026/05/11 20:40:44.855, 146 MiB, 16303 MiB, 0 %, 45, 6.45 W
2026/05/11 20:40:49.856, 146 MiB, 16303 MiB, 0 %, 45, 6.45 W
2026/05/11 20:40:54.858, 146 MiB, 16303 MiB, 0 %, 44, 6.45 W
2026/05/11 20:40:59.859, 146 MiB, 16303 MiB, 0 %, 44, 6.38 W
2026/05/11 20:41:04.860, 146 MiB, 16303 MiB, 0 %, 44, 6.37 W
2026/05/11 20:41:09.861, 146 MiB, 16303 MiB, 0 %, 44, 6.42 W
2026/05/11 20:41:14.862, 146 MiB, 16303 MiB, 0 %, 44, 6.37 W
2026/05/11 20:41:19.863, 146 MiB, 16303 MiB, 0 %, 44, 6.33 W
2026/05/11 20:41:24.864, 146 MiB, 16303 MiB, 0 %, 44, 6.35 W
2026/05/11 20:41:29.865, 146 MiB, 16303 MiB, 0 %, 43, 6.32 W
2026/05/11 20:41:34.866, 146 MiB, 16303 MiB, 0 %, 43, 6.36 W
2026/05/11 20:41:39.868, 146 MiB, 16303 MiB, 0 %, 43, 6.30 W
2026/05/11 20:41:44.868, 146 MiB, 16303 MiB, 0 %, 43, 6.28 W
2026/05/11 20:41:49.869, 146 MiB, 16303 MiB, 0 %, 43, 6.28 W
2026/05/11 20:41:54.870, 146 MiB, 16303 MiB, 0 %, 43, 6.28 W
2026/05/11 20:41:59.872, 146 MiB, 16303 MiB, 0 %, 43, 6.26 W
2026/05/11 20:42:04.873, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 20:42:09.874, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 20:42:14.874, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 20:42:19.876, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 20:42:24.877, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 20:42:29.879, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 20:42:34.879, 146 MiB, 16303 MiB, 0 %, 42, 6.17 W
2026/05/11 20:42:39.880, 146 MiB, 16303 MiB, 0 %, 42, 6.18 W
2026/05/11 20:42:44.881, 146 MiB, 16303 MiB, 0 %, 41, 6.18 W
2026/05/11 20:42:49.882, 146 MiB, 16303 MiB, 0 %, 41, 6.17 W
2026/05/11 20:42:54.883, 146 MiB, 16303 MiB, 0 %, 41, 6.16 W
2026/05/11 20:42:59.885, 146 MiB, 16303 MiB, 0 %, 41, 6.18 W
2026/05/11 20:43:04.886, 146 MiB, 16303 MiB, 0 %, 41, 6.14 W
2026/05/11 20:43:09.887, 146 MiB, 16303 MiB, 0 %, 41, 6.13 W
2026/05/11 20:43:14.897, 146 MiB, 16303 MiB, 0 %, 41, 6.12 W
2026/05/11 20:43:19.898, 146 MiB, 16303 MiB, 0 %, 41, 6.12 W
2026/05/11 20:43:24.899, 146 MiB, 16303 MiB, 0 %, 41, 6.09 W
2026/05/11 20:43:29.900, 146 MiB, 16303 MiB, 0 %, 40, 6.10 W
2026/05/11 20:43:34.901, 146 MiB, 16303 MiB, 0 %, 40, 6.10 W
2026/05/11 20:43:39.902, 146 MiB, 16303 MiB, 0 %, 40, 6.09 W
2026/05/11 20:43:44.904, 146 MiB, 16303 MiB, 0 %, 40, 6.11 W
2026/05/11 20:43:49.906, 146 MiB, 16303 MiB, 0 %, 40, 6.09 W
2026/05/11 20:43:54.906, 146 MiB, 16303 MiB, 0 %, 40, 6.09 W
2026/05/11 20:43:59.908, 146 MiB, 16303 MiB, 0 %, 40, 6.09 W
2026/05/11 20:44:04.908, 146 MiB, 16303 MiB, 0 %, 40, 6.08 W
2026/05/11 20:44:09.909, 146 MiB, 16303 MiB, 0 %, 40, 6.06 W
2026/05/11 20:44:14.911, 146 MiB, 16303 MiB, 0 %, 40, 6.02 W
2026/05/11 20:44:19.912, 146 MiB, 16303 MiB, 0 %, 39, 6.04 W
2026/05/11 20:44:24.913, 146 MiB, 16303 MiB, 0 %, 39, 6.03 W
2026/05/11 20:44:29.914, 146 MiB, 16303 MiB, 0 %, 39, 6.02 W
2026/05/11 20:44:34.914, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:44:39.915, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:44:44.916, 146 MiB, 16303 MiB, 0 %, 39, 6.02 W
2026/05/11 20:44:49.917, 146 MiB, 16303 MiB, 0 %, 39, 6.02 W
2026/05/11 20:44:54.918, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:44:59.919, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:45:04.920, 146 MiB, 16303 MiB, 0 %, 39, 6.02 W
2026/05/11 20:45:09.921, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:45:14.922, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:45:19.923, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:45:24.925, 146 MiB, 16303 MiB, 0 %, 38, 6.00 W
2026/05/11 20:45:29.927, 146 MiB, 16303 MiB, 0 %, 38, 6.02 W
2026/05/11 20:45:34.928, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:45:39.930, 146 MiB, 16303 MiB, 0 %, 38, 5.96 W
2026/05/11 20:45:44.930, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:45:49.932, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:45:54.933, 146 MiB, 16303 MiB, 0 %, 38, 5.95 W
2026/05/11 20:45:59.934, 146 MiB, 16303 MiB, 0 %, 38, 5.93 W
2026/05/11 20:46:04.936, 146 MiB, 16303 MiB, 0 %, 38, 6.01 W
2026/05/11 20:46:09.937, 146 MiB, 16303 MiB, 0 %, 38, 5.93 W
2026/05/11 20:46:14.939, 146 MiB, 16303 MiB, 0 %, 38, 6.00 W
2026/05/11 20:46:19.940, 146 MiB, 16303 MiB, 0 %, 38, 5.92 W
2026/05/11 20:46:24.940, 146 MiB, 16303 MiB, 0 %, 38, 5.94 W
2026/05/11 20:46:29.941, 146 MiB, 16303 MiB, 0 %, 38, 5.90 W
2026/05/11 20:46:34.942, 146 MiB, 16303 MiB, 0 %, 38, 5.91 W
2026/05/11 20:46:39.943, 146 MiB, 16303 MiB, 0 %, 37, 5.94 W
2026/05/11 20:46:44.943, 146 MiB, 16303 MiB, 0 %, 37, 6.00 W
2026/05/11 20:46:49.945, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:46:54.945, 146 MiB, 16303 MiB, 0 %, 37, 5.91 W
2026/05/11 20:46:59.946, 146 MiB, 16303 MiB, 0 %, 37, 5.91 W
2026/05/11 20:47:04.947, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:47:09.948, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:47:14.949, 146 MiB, 16303 MiB, 0 %, 37, 5.91 W
2026/05/11 20:47:19.950, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:47:24.951, 146 MiB, 16303 MiB, 0 %, 37, 5.92 W
2026/05/11 20:47:29.952, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:47:34.953, 146 MiB, 16303 MiB, 0 %, 37, 5.91 W
2026/05/11 20:47:39.955, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:47:44.956, 146 MiB, 16303 MiB, 0 %, 37, 5.84 W
2026/05/11 20:47:49.956, 146 MiB, 16303 MiB, 0 %, 37, 5.86 W
2026/05/11 20:47:54.957, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:47:59.958, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:48:04.959, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:48:09.960, 146 MiB, 16303 MiB, 0 %, 37, 5.87 W
2026/05/11 20:48:14.961, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:48:19.961, 146 MiB, 16303 MiB, 0 %, 37, 5.87 W
2026/05/11 20:48:24.961, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:48:29.971, 146 MiB, 16303 MiB, 0 %, 36, 5.89 W
2026/05/11 20:48:34.972, 146 MiB, 16303 MiB, 0 %, 36, 5.87 W
2026/05/11 20:48:39.972, 146 MiB, 16303 MiB, 0 %, 36, 5.88 W
2026/05/11 20:48:44.973, 146 MiB, 16303 MiB, 0 %, 36, 5.88 W
2026/05/11 20:48:49.982, 146 MiB, 16303 MiB, 0 %, 36, 5.86 W
2026/05/11 20:48:54.983, 146 MiB, 16303 MiB, 0 %, 36, 5.86 W
2026/05/11 20:48:59.984, 146 MiB, 16303 MiB, 0 %, 36, 5.86 W
2026/05/11 20:49:04.985, 146 MiB, 16303 MiB, 0 %, 36, 5.87 W
2026/05/11 20:49:09.986, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:49:14.987, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:49:19.988, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:49:24.989, 146 MiB, 16303 MiB, 0 %, 36, 5.83 W
2026/05/11 20:49:29.990, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:49:34.991, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:49:39.992, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:49:44.993, 146 MiB, 16303 MiB, 0 %, 36, 5.84 W
2026/05/11 20:49:49.994, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:49:54.995, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:49:59.995, 146 MiB, 16303 MiB, 0 %, 36, 5.81 W
2026/05/11 20:50:04.997, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:50:09.997, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:50:14.998, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:50:19.998, 146 MiB, 16303 MiB, 0 %, 36, 5.81 W
2026/05/11 20:50:24.999, 146 MiB, 16303 MiB, 0 %, 36, 5.80 W
2026/05/11 20:50:30.000, 146 MiB, 16303 MiB, 0 %, 36, 5.83 W
2026/05/11 20:50:35.001, 146 MiB, 16303 MiB, 0 %, 35, 5.82 W
2026/05/11 20:50:40.002, 146 MiB, 16303 MiB, 0 %, 35, 5.82 W
2026/05/11 20:50:45.003, 146 MiB, 16303 MiB, 0 %, 35, 5.81 W
2026/05/11 20:50:50.003, 146 MiB, 16303 MiB, 0 %, 35, 5.81 W
2026/05/11 20:50:55.004, 146 MiB, 16303 MiB, 0 %, 35, 5.85 W
2026/05/11 20:51:00.013, 146 MiB, 16303 MiB, 0 %, 35, 5.82 W
2026/05/11 20:51:05.023, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:51:10.024, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:51:15.024, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:51:20.025, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:51:25.025, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:51:30.026, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:51:35.027, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:51:40.028, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:51:45.028, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:51:50.029, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:51:55.030, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:52:00.030, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:52:05.032, 146 MiB, 16303 MiB, 0 %, 35, 5.77 W
2026/05/11 20:52:10.033, 146 MiB, 16303 MiB, 0 %, 35, 5.77 W
2026/05/11 20:52:15.034, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:52:20.035, 146 MiB, 16303 MiB, 0 %, 35, 5.76 W
2026/05/11 20:52:25.036, 146 MiB, 16303 MiB, 0 %, 35, 5.76 W
2026/05/11 20:52:30.037, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:52:35.038, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:52:40.039, 146 MiB, 16303 MiB, 0 %, 35, 5.78 W
2026/05/11 20:52:45.040, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:52:50.041, 146 MiB, 16303 MiB, 0 %, 35, 5.79 W
2026/05/11 20:52:55.042, 146 MiB, 16303 MiB, 0 %, 35, 5.81 W
2026/05/11 20:53:00.043, 146 MiB, 16303 MiB, 0 %, 35, 5.80 W
2026/05/11 20:53:05.043, 146 MiB, 16303 MiB, 0 %, 35, 5.81 W
2026/05/11 20:53:10.044, 146 MiB, 16303 MiB, 0 %, 35, 5.81 W
2026/05/11 20:53:15.045, 146 MiB, 16303 MiB, 0 %, 35, 5.83 W
2026/05/11 20:53:20.045, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:53:25.046, 146 MiB, 16303 MiB, 0 %, 36, 5.84 W
2026/05/11 20:53:30.046, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:53:35.048, 146 MiB, 16303 MiB, 0 %, 36, 5.83 W
2026/05/11 20:53:40.049, 146 MiB, 16303 MiB, 0 %, 36, 5.82 W
2026/05/11 20:53:45.050, 146 MiB, 16303 MiB, 0 %, 36, 5.84 W
2026/05/11 20:53:50.051, 146 MiB, 16303 MiB, 0 %, 36, 5.79 W
2026/05/11 20:53:55.052, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:54:00.053, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:54:05.054, 146 MiB, 16303 MiB, 0 %, 36, 5.84 W
2026/05/11 20:54:10.055, 146 MiB, 16303 MiB, 0 %, 36, 5.86 W
2026/05/11 20:54:15.056, 146 MiB, 16303 MiB, 0 %, 36, 5.85 W
2026/05/11 20:54:20.056, 146 MiB, 16303 MiB, 0 %, 37, 5.85 W
2026/05/11 20:54:25.057, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:54:30.059, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:54:35.060, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:54:40.060, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:54:45.061, 146 MiB, 16303 MiB, 0 %, 37, 5.85 W
2026/05/11 20:54:50.062, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:54:55.064, 146 MiB, 16303 MiB, 0 %, 37, 5.87 W
2026/05/11 20:55:00.065, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:55:05.066, 146 MiB, 16303 MiB, 0 %, 37, 5.88 W
2026/05/11 20:55:10.066, 146 MiB, 16303 MiB, 0 %, 37, 5.95 W
2026/05/11 20:55:15.067, 146 MiB, 16303 MiB, 0 %, 37, 5.87 W
2026/05/11 20:55:20.069, 146 MiB, 16303 MiB, 0 %, 37, 5.92 W
2026/05/11 20:55:25.070, 146 MiB, 16303 MiB, 0 %, 37, 5.90 W
2026/05/11 20:55:30.071, 146 MiB, 16303 MiB, 0 %, 37, 5.89 W
2026/05/11 20:55:35.072, 146 MiB, 16303 MiB, 0 %, 38, 5.88 W
2026/05/11 20:55:40.073, 146 MiB, 16303 MiB, 0 %, 38, 5.89 W
2026/05/11 20:55:45.074, 146 MiB, 16303 MiB, 0 %, 38, 5.91 W
2026/05/11 20:55:50.076, 146 MiB, 16303 MiB, 0 %, 38, 5.91 W
2026/05/11 20:55:55.076, 146 MiB, 16303 MiB, 0 %, 38, 5.90 W
2026/05/11 20:56:00.077, 146 MiB, 16303 MiB, 0 %, 38, 5.91 W
2026/05/11 20:56:05.078, 146 MiB, 16303 MiB, 0 %, 38, 5.90 W
2026/05/11 20:56:10.079, 146 MiB, 16303 MiB, 0 %, 38, 5.93 W
2026/05/11 20:56:15.080, 146 MiB, 16303 MiB, 0 %, 38, 5.94 W
2026/05/11 20:56:20.081, 146 MiB, 16303 MiB, 0 %, 38, 5.95 W
2026/05/11 20:56:25.081, 146 MiB, 16303 MiB, 0 %, 38, 5.90 W
2026/05/11 20:56:30.083, 146 MiB, 16303 MiB, 0 %, 38, 5.92 W
2026/05/11 20:56:35.085, 146 MiB, 16303 MiB, 0 %, 38, 5.92 W
2026/05/11 20:56:40.085, 146 MiB, 16303 MiB, 0 %, 38, 5.94 W
2026/05/11 20:56:45.086, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:56:50.087, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:56:55.088, 146 MiB, 16303 MiB, 0 %, 38, 5.97 W
2026/05/11 20:57:00.090, 146 MiB, 16303 MiB, 0 %, 39, 5.97 W
2026/05/11 20:57:05.090, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:57:10.091, 146 MiB, 16303 MiB, 0 %, 39, 5.97 W
2026/05/11 20:57:15.092, 146 MiB, 16303 MiB, 0 %, 39, 5.97 W
2026/05/11 20:57:20.093, 146 MiB, 16303 MiB, 0 %, 39, 5.95 W
2026/05/11 20:57:25.094, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:57:30.095, 146 MiB, 16303 MiB, 0 %, 39, 5.96 W
2026/05/11 20:57:35.096, 146 MiB, 16303 MiB, 0 %, 39, 5.99 W
2026/05/11 20:57:40.097, 146 MiB, 16303 MiB, 0 %, 39, 5.98 W
2026/05/11 20:57:45.098, 146 MiB, 16303 MiB, 0 %, 39, 6.01 W
2026/05/11 20:57:50.099, 146 MiB, 16303 MiB, 0 %, 39, 5.98 W
2026/05/11 20:57:55.100, 146 MiB, 16303 MiB, 0 %, 39, 5.97 W
2026/05/11 20:58:00.101, 146 MiB, 16303 MiB, 0 %, 39, 5.98 W
2026/05/11 20:58:05.102, 146 MiB, 16303 MiB, 0 %, 39, 5.99 W
2026/05/11 20:58:10.103, 146 MiB, 16303 MiB, 0 %, 39, 5.94 W
2026/05/11 20:58:15.104, 146 MiB, 16303 MiB, 0 %, 39, 5.95 W
2026/05/11 20:58:20.106, 146 MiB, 16303 MiB, 0 %, 39, 5.99 W
2026/05/11 20:58:25.107, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:58:30.108, 146 MiB, 16303 MiB, 0 %, 39, 5.98 W
2026/05/11 20:58:35.109, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:58:40.110, 146 MiB, 16303 MiB, 0 %, 39, 5.98 W
2026/05/11 20:58:45.111, 146 MiB, 16303 MiB, 0 %, 39, 6.00 W
2026/05/11 20:58:50.112, 146 MiB, 16303 MiB, 0 %, 39, 5.99 W
2026/05/11 20:58:55.113, 146 MiB, 16303 MiB, 0 %, 39, 5.99 W
2026/05/11 20:59:00.113, 146 MiB, 16303 MiB, 0 %, 40, 5.98 W
2026/05/11 20:59:05.115, 146 MiB, 16303 MiB, 0 %, 40, 5.96 W
